ID;Conta;Data;Valor
6685;33;2023-05-14;22943.3
6686;12;2024-05-28;14233.17
6687;21;2023-09-29;6597.61
6688;12;2024-09-28;10564.65
6689;12;2024-12-07;2219.46
6690;32;2024-03-13;27175.35
6691;12;2023-05-18;1450.65
6692;31;2024-05-25;24952.14
6693;31;2024-10-08;12271.7
6694;11;2023-10-06;14898.41
6695;11;2024-06-05;17017.22
6696;21;2024-02-29;10182.9
6697;32;2025-03-19;9288.1
6698;12;2024-11-02;23342.28
6699;12;2024-12-18;19844.43
6700;32;2023-05-20;11110.14
6701;21;2024-01-27;15480.53
6702;21;2023-07-20;13738.78
6703;12;2023-10-20;13623.29
6704;32;2024-08-22;26808.74
6705;22;2023-08-25;9987.57
6706;33;2024-10-28;27706.81
6707;32;2023-09-07;19776.81
6708;33;2023-07-07;26999.8
6709;33;2025-01-01;25563.46
6710;12;2023-05-12;12881.32
6711;32;2023-10-15;6572.43
6712;31;2023-11-01;6870.42
6713;32;2024-10-04;19171.78
6714;12;2023-04-29;16497.43
6715;11;2024-08-17;28151.67
6716;33;2024-11-10;21231.06
6717;32;2024-04-07;10531.45
6718;11;2024-04-01;24355.73
6719;21;2023-05-06;19716.38
6720;21;2025-03-06;6087.24
6721;33;2024-12-03;15206.36
6722;12;2024-06-27;7955.76
6723;22;2024-01-20;21718.15
6724;32;2023-06-03;1777.0
6725;21;2025-01-27;10997.02
6726;12;2024-05-22;14602.62
6727;12;2024-09-22;14123.26
6728;32;2024-10-26;20367.27
6729;33;2023-10-14;24549.04
6730;32;2024-08-13;15355.5
6731;31;2023-09-07;18435.72
6732;21;2023-09-20;15838.62
6733;12;2024-04-02;6194.62
6734;21;2024-11-09;9101.69
6735;12;2024-07-07;9914.6
6736;11;2025-02-09;28340.87
6737;33;2024-10-04;9767.37
6738;21;2024-05-30;14651.27
6739;32;2025-02-19;28397.39
6740;12;2025-03-19;11787.2
6741;22;2025-01-24;29691.85
6742;12;2023-04-14;13673.42
6743;11;2024-04-25;6687.53
6744;21;2024-02-18;8822.99
6745;33;2024-02-20;10687.45
6746;31;2024-01-26;26926.24
6747;22;2025-03-03;19188.01
6748;11;2023-12-31;649.07
6749;32;2024-07-05;15759.9
6750;33;2023-05-23;21419.97
6751;21;2024-06-16;2950.57
6752;11;2023-06-29;22412.78
6753;12;2023-12-12;21145.8
6754;22;2024-01-08;15621.67
6755;32;2024-12-01;16245.37
6756;22;2024-05-09;7853.08
6757;21;2024-11-22;9770.31
6758;31;2024-02-16;26795.2
6759;11;2024-11-06;23908.1
6760;21;2023-05-26;28007.72
6761;22;2023-07-09;14387.52
6762;32;2023-06-27;21825.67
6763;32;2023-04-02;7022.73
6764;31;2024-06-28;26592.0
6765;22;2024-01-24;17500.34
6766;33;2025-01-23;542.37
6767;22;2025-03-29;3640.23
6768;21;2024-09-15;28888.15
6769;11;2023-08-24;5231.01
6770;33;2024-03-20;6867.65
6771;11;2025-03-27;25242.71
6772;22;2024-02-03;17797.46
6773;21;2025-02-24;22806.48
6774;31;2023-11-10;9999.28
6775;32;2024-01-22;25693.53
6776;32;2024-06-13;8332.92
6777;11;2024-05-15;19563.0
6778;32;2025-01-14;17697.66
6779;22;2024-01-05;14910.69
6780;22;2024-05-24;13052.54
6781;22;2025-01-09;3162.46
6782;22;2025-01-17;12394.93
6783;31;2024-11-03;7121.59
6784;21;2025-02-13;15109.56
6785;12;2024-02-11;7209.14
6786;11;2024-03-27;3899.12
6787;12;2024-05-12;9242.92
6788;32;2024-09-26;21149.79
6789;32;2023-07-24;15601.05
6790;32;2023-11-27;2694.92
6791;11;2025-02-12;103.94
6792;12;2023-08-19;906.28
6793;22;2024-07-17;12736.96
6794;32;2024-06-25;13869.65
6795;32;2023-04-09;1670.97
6796;12;2023-04-02;188.9
6797;12;2023-06-19;18521.4
6798;11;2024-10-30;20337.13
6799;11;2023-10-22;6747.41
6800;21;2023-12-02;4628.74
6801;33;2025-01-16;7980.3
6802;12;2023-07-23;28413.26
6803;33;2025-01-02;11646.06
6804;32;2023-12-16;667.67
6805;33;2024-05-19;29494.16
6806;11;2023-05-23;27515.45
6807;21;2025-03-07;28963.01
6808;33;2023-10-26;21241.67
6809;33;2023-03-31;28433.88
6810;12;2024-07-22;1967.66
6811;22;2024-07-06;22566.7
6812;33;2024-07-09;9802.62
6813;33;2024-07-06;6888.22
6814;11;2024-06-07;26610.48
6815;33;2024-01-31;9245.67
6816;33;2023-10-16;6919.89
6817;22;2025-02-07;8103.92
6818;32;2024-11-29;10743.72
6819;11;2025-02-12;4475.92
6820;11;2024-11-09;4618.58
6821;33;2024-04-05;12237.56
6822;33;2023-06-04;25284.95
6823;12;2025-02-19;2036.73
6824;11;2024-03-17;19336.18
6825;11;2024-02-15;27409.74
6826;22;2025-01-14;4043.09
6827;22;2024-02-23;21793.8
6828;32;2023-07-03;29623.04
6829;21;2023-07-03;11670.5
6830;33;2024-08-24;3358.99
6831;21;2023-12-18;24884.95
6832;21;2024-03-20;23114.11
6833;31;2025-02-17;8515.43
6834;33;2024-11-06;121.92
6835;11;2023-08-06;28696.42
6836;12;2024-02-23;20897.64
6837;11;2024-08-17;6915.54
6838;32;2024-08-11;492.2
6839;21;2024-01-09;9844.94
6840;32;2024-07-24;26881.37
6841;32;2024-02-12;15692.47
6842;11;2023-05-16;14199.01
6843;32;2024-04-30;18901.3
6844;31;2024-07-31;16219.38
6845;21;2023-06-07;4003.15
6846;32;2024-06-23;23394.98
6847;22;2024-06-15;10394.67
6848;12;2024-01-24;4293.8
6849;21;2024-04-20;29764.41
6850;32;2024-11-18;11754.2
6851;31;2025-03-15;11525.69
6852;33;2025-02-12;22207.33
6853;32;2023-05-22;15620.38
6854;31;2024-02-22;19974.93
6855;32;2023-05-12;20541.95
6856;33;2023-11-23;26703.9
6857;31;2023-10-26;10562.89
6858;12;2024-07-18;3942.19
6859;33;2023-07-03;18122.9
6860;11;2024-04-28;18430.05
6861;32;2023-09-28;21893.45
6862;11;2024-08-10;19216.32
6863;31;2023-09-17;360.71
6864;22;2023-12-05;10861.29
6865;31;2023-05-30;1956.77
6866;22;2024-02-20;284.55
6867;22;2024-05-02;28098.2
6868;33;2024-09-29;27430.59
6869;22;2024-11-24;14502.79
6870;22;2023-07-25;10504.22
6871;11;2025-01-05;26116.34
6872;33;2025-02-20;3359.83
6873;21;2024-05-18;23727.2
6874;12;2023-07-27;2939.98
6875;11;2023-06-21;27448.0
6876;32;2024-02-09;3737.9
6877;33;2024-05-27;20787.08
6878;11;2024-04-24;13068.77
6879;12;2024-05-21;3628.37
6880;33;2024-05-09;528.06
6881;32;2023-06-08;18508.51
6882;11;2024-10-05;20813.75
6883;31;2024-11-17;20334.06
6884;12;2024-05-07;20142.45
6885;33;2023-05-11;25317.6
6886;12;2024-08-31;3221.89
6887;33;2024-05-05;236.4
6888;31;2025-01-13;17952.75
6889;31;2024-08-07;3410.1
6890;33;2023-07-24;10893.68
6891;31;2024-08-07;16687.04
6892;33;2024-01-30;29610.57
6893;11;2024-09-09;14219.27
6894;31;2024-07-26;16528.88
6895;21;2023-12-11;27619.41
6896;11;2024-08-09;11808.43
6897;32;2024-05-30;27588.91
6898;22;2024-01-21;3478.04
6899;33;2023-09-08;25513.93
6900;33;2024-06-13;11047.18
6901;22;2023-10-25;5451.69
6902;22;2024-04-24;11444.84
6903;31;2024-02-16;21612.77
6904;31;2024-03-24;1886.55
6905;21;2025-03-06;28355.89
6906;11;2023-10-11;12346.38
6907;32;2024-03-04;12300.62
6908;11;2024-05-06;7539.43
6909;33;2024-11-01;26959.94
6910;11;2023-07-12;12668.64
6911;31;2023-09-05;22432.76
6912;22;2024-04-21;26767.93
6913;33;2024-01-11;12302.25
6914;32;2023-04-18;728.34
6915;32;2024-02-17;1142.09
6916;12;2023-04-25;26851.21
6917;21;2023-09-20;21090.62
6918;12;2023-06-30;24713.41
6919;32;2025-03-20;18059.58
6920;12;2023-12-05;1380.44
6921;12;2024-10-25;25513.06
6922;31;2025-02-19;19154.87
6923;22;2023-11-22;23613.98
6924;33;2024-08-06;16818.52
6925;12;2024-10-02;26373.75
6926;11;2024-09-22;8709.42
6927;11;2024-11-22;22335.46
6928;21;2024-01-06;6427.42
6929;12;2024-07-10;510.14
6930;33;2024-01-08;8088.06
6931;31;2023-08-07;3361.35
6932;31;2024-08-17;7461.14
6933;22;2024-09-04;4091.51
6934;32;2024-06-19;22583.12
6935;12;2023-04-20;20536.73
6936;32;2023-09-04;2735.41
6937;22;2024-06-24;15133.58
6938;22;2024-09-28;27940.84
6939;21;2024-08-27;1066.58
6940;33;2024-12-16;9590.22
6941;22;2024-12-29;7882.29
6942;11;2024-11-12;7037.36
6943;32;2023-11-06;5317.12
6944;32;2024-10-16;13771.07
6945;32;2023-09-03;5523.94
6946;12;2023-06-23;25822.43
6947;12;2023-05-27;15087.73
6948;21;2024-01-27;16499.11
6949;22;2023-08-15;27541.84
6950;11;2023-05-21;29426.8
6951;21;2025-03-20;20401.25
6952;21;2023-12-13;26555.05
6953;21;2025-02-11;1415.42
6954;12;2024-02-26;21010.5
6955;11;2023-05-02;20984.6
6956;11;2024-07-11;14111.57
6957;22;2024-08-08;2855.55
6958;31;2023-06-17;23221.42
6959;12;2024-06-25;10370.79
6960;11;2024-11-16;22419.73
6961;12;2023-05-27;5475.47
6962;33;2023-10-02;12501.16
6963;12;2023-06-12;18391.36
6964;33;2024-10-14;2740.03
6965;11;2024-09-03;11588.15
6966;33;2024-12-22;22409.67
6967;21;2024-08-04;10516.33
6968;12;2024-09-28;134.7
6969;21;2025-03-19;29894.79
6970;11;2024-12-28;865.34
6971;33;2023-12-25;8502.42
6972;33;2023-07-16;4605.0
6973;12;2025-02-03;9590.48
6974;31;2023-07-01;12645.11
6975;22;2024-08-22;16748.38
6976;33;2024-09-03;4757.69
6977;12;2024-01-20;24398.45
6978;32;2024-10-13;20869.85
6979;12;2024-06-19;20932.7
6980;21;2023-06-27;26869.64
6981;33;2024-05-08;12208.74
6982;22;2023-07-29;17235.06
6983;21;2024-05-01;1988.12
6984;32;2025-01-10;17521.87
6985;22;2023-08-01;4190.39
6986;32;2024-06-05;1272.21
6987;22;2024-12-16;12673.27
6988;22;2024-02-09;16097.35
6989;31;2024-04-09;7634.83
6990;12;2023-06-29;10121.8
6991;33;2023-12-13;8342.8
6992;31;2024-07-16;751.65
6993;31;2024-11-17;8950.01
6994;22;2024-02-08;27504.85
6995;22;2024-01-19;14177.19
6996;32;2024-01-12;24105.41
6997;11;2024-06-01;1429.44
6998;22;2024-04-29;23313.8
6999;33;2025-02-06;1762.42
7000;32;2023-11-05;3946.41
7001;33;2024-04-15;2869.28
7002;32;2024-07-21;12942.91
7003;12;2024-10-13;11566.54
7004;31;2025-01-27;27394.55
7005;22;2024-12-01;9051.04
7006;11;2024-12-23;12816.09
7007;31;2025-03-02;18144.62
7008;11;2023-10-23;15738.61
7009;22;2023-08-20;15421.4
7010;22;2024-04-30;16110.52
7011;21;2024-06-13;24712.24
7012;21;2024-03-25;3080.28
7013;12;2024-07-30;3723.79
7014;21;2024-10-29;26424.63
7015;21;2025-02-13;25308.98
7016;11;2024-10-10;21982.32
7017;33;2023-08-14;22090.28
7018;22;2024-05-07;10758.66
7019;21;2023-08-27;11697.18
7020;31;2023-09-27;281.64
7021;33;2025-01-25;29333.48
7022;21;2024-04-24;16968.86
7023;31;2023-07-13;7915.73
7024;33;2024-11-07;24804.86
7025;22;2023-08-18;26245.18
7026;21;2024-06-11;26605.38
7027;33;2023-08-14;18004.65
7028;11;2023-05-16;11240.1
7029;11;2024-08-01;27120.83
7030;21;2023-11-18;4357.69
7031;12;2024-01-09;20055.83
7032;32;2024-04-21;16814.32
7033;21;2025-01-19;12859.63
7034;31;2024-05-14;5584.94
7035;33;2023-04-02;4979.83
7036;32;2023-11-29;11515.84
7037;12;2023-07-11;19612.87
7038;31;2023-05-19;21963.96
7039;11;2024-06-29;25634.2
7040;32;2025-01-26;6882.26
7041;21;2024-09-20;21852.42
7042;31;2024-12-08;159.84
7043;21;2024-11-27;23595.8
7044;11;2024-04-12;11708.3
7045;33;2023-11-04;20840.46
7046;21;2023-07-15;9399.91
7047;32;2023-06-20;9295.12
7048;31;2023-10-05;695.74
7049;21;2024-07-27;17566.75
7050;32;2025-03-25;28758.86
7051;12;2023-08-04;9989.88
7052;32;2024-11-19;23141.36
7053;21;2024-10-31;2505.23
7054;11;2023-10-11;20433.03
7055;33;2024-12-09;22919.91
7056;33;2025-01-04;13584.72
7057;33;2024-02-18;20056.75
7058;11;2023-08-16;25388.74
7059;12;2023-12-19;2393.05
7060;33;2024-02-28;9101.34
7061;31;2024-09-22;17847.68
7062;21;2024-01-09;27310.68
7063;33;2024-10-03;12012.27
7064;31;2024-11-12;10618.73
7065;11;2023-05-10;9129.82
7066;31;2023-10-21;23708.51
7067;22;2023-08-23;4173.49
7068;21;2025-02-09;7730.98
7069;12;2024-04-08;25231.86
7070;22;2023-11-10;9955.47
7071;12;2023-09-12;6434.09
7072;12;2024-07-10;10303.21
7073;12;2024-10-28;9957.64
7074;21;2023-08-09;26889.18
7075;32;2024-03-26;29609.31
7076;12;2024-10-04;23695.2
7077;21;2023-04-10;18600.65
7078;31;2024-01-14;10838.37
7079;22;2024-03-19;7664.05
7080;21;2024-01-28;29313.33
7081;33;2024-04-05;3239.28
7082;32;2024-07-30;16186.45
7083;21;2024-08-20;18608.06
7084;33;2024-12-10;28977.81
7085;12;2024-01-12;2742.13
7086;33;2025-02-16;13573.62
7087;21;2024-10-15;16483.99
7088;32;2023-08-13;6223.66
7089;31;2024-04-19;25371.31
7090;33;2024-05-10;7034.72
7091;31;2023-11-05;16239.26
7092;22;2024-04-25;28765.48
7093;33;2023-04-08;11092.91
7094;21;2024-08-31;5574.98
7095;31;2024-09-05;15080.5
7096;22;2024-03-26;4284.55
7097;32;2023-04-26;4969.98
7098;12;2023-04-02;15229.89
7099;12;2024-04-03;7829.54
7100;12;2023-10-15;4188.26
7101;22;2025-02-11;10724.05
7102;33;2024-06-28;28526.67
7103;12;2023-11-09;23261.92
7104;32;2023-07-28;3787.28
7105;22;2024-04-06;18744.77
7106;21;2024-02-10;21111.68
7107;11;2025-01-11;15791.58
7108;11;2025-02-05;19233.06
7109;33;2024-05-26;25025.77
7110;21;2023-10-13;28196.97
7111;33;2024-03-31;28619.33
7112;22;2023-10-02;24680.68
7113;22;2024-01-31;913.55
7114;21;2023-10-18;6911.01
7115;32;2025-01-11;14628.24
7116;12;2023-07-28;26442.67
7117;12;2023-09-29;1844.53
7118;32;2023-06-10;1773.33
7119;12;2024-07-20;5630.77
7120;21;2024-01-24;11257.0
7121;22;2024-11-05;14487.38
7122;32;2023-07-30;24935.15
7123;32;2024-01-08;11775.37
7124;33;2023-04-03;2224.26
7125;12;2024-11-05;26425.86
7126;22;2024-11-25;17708.63
7127;32;2024-01-09;21764.04
7128;33;2024-06-16;12985.47
7129;21;2023-05-08;27156.64
7130;21;2024-05-11;17449.95
7131;22;2023-05-21;3086.98
7132;22;2023-10-24;22592.8
7133;12;2025-01-07;21338.67
7134;33;2023-04-20;13965.37
7135;33;2024-08-13;17160.74
7136;31;2023-06-06;17468.0
7137;12;2023-07-21;8917.97
7138;32;2024-01-20;12982.58
7139;32;2024-11-13;5115.95
7140;12;2025-03-07;4329.26
7141;31;2023-07-11;29127.16
7142;11;2023-09-04;25244.31
7143;11;2024-08-02;20520.19
7144;31;2024-12-31;18561.41
7145;11;2025-01-20;1495.23
7146;33;2024-07-27;16106.86
7147;22;2023-09-17;18083.94
7148;21;2024-07-29;10023.36
7149;12;2024-10-10;29928.42
7150;11;2024-09-26;9230.82
7151;21;2023-08-20;4850.88
7152;22;2024-06-09;25314.58
7153;21;2024-09-08;29657.62
7154;32;2025-01-27;3871.78
7155;33;2023-06-22;14149.55
7156;12;2024-11-19;1321.91
7157;22;2023-05-13;5360.68
7158;32;2023-06-13;10957.63
7159;32;2023-06-24;24849.26
7160;22;2025-03-15;25133.77
7161;21;2023-11-20;275.95
7162;32;2023-07-03;24054.6
7163;22;2023-10-28;20896.04
7164;21;2024-05-01;7449.07
7165;31;2023-10-21;24870.08
7166;32;2024-04-23;8418.01
7167;21;2024-07-20;26394.75
7168;21;2024-08-02;9699.14
7169;11;2024-02-13;4860.22
7170;22;2023-06-25;2451.26
7171;21;2024-02-23;12084.58
7172;11;2024-02-20;15177.24
7173;22;2023-11-08;762.52
7174;33;2023-10-28;20613.49
7175;22;2023-05-15;15377.95
7176;11;2024-01-15;12070.55
7177;31;2023-07-18;2351.97
7178;22;2023-11-15;26508.55
7179;22;2023-06-20;17581.9
7180;33;2023-12-03;10314.07
7181;31;2023-09-11;12129.36
7182;31;2023-10-09;20533.57
7183;12;2024-11-18;11907.84
7184;22;2023-04-17;2556.51
7185;31;2024-10-02;21788.57
7186;32;2024-07-21;2810.91
7187;11;2024-12-30;15466.84
7188;21;2024-02-09;24056.01
7189;21;2024-07-27;3383.23
7190;22;2023-05-30;14211.4
7191;32;2023-07-27;25147.29
7192;12;2025-03-10;15135.75
7193;33;2023-11-24;22249.05
7194;12;2025-02-26;19689.19
7195;31;2023-10-06;12398.99
7196;33;2025-03-25;23889.39
7197;11;2023-05-24;9856.87
7198;32;2024-10-28;210.16
7199;22;2024-09-02;8270.17
7200;21;2024-07-19;21215.61
7201;21;2024-01-06;8424.06
7202;32;2024-06-29;10318.58
7203;22;2024-08-10;5088.07
7204;32;2024-06-21;12281.14
7205;33;2024-04-26;9752.4
7206;22;2024-09-18;27361.95
7207;11;2023-06-24;10043.76
7208;11;2023-07-16;19338.68
7209;21;2025-03-06;5350.56
7210;11;2024-11-15;14917.88
7211;21;2023-07-25;28301.12
7212;21;2024-03-16;12066.66
7213;12;2023-09-21;8201.77
7214;22;2025-01-21;4880.94
7215;31;2025-03-05;17285.43
7216;33;2024-09-24;15949.58
7217;32;2023-10-06;24952.32
7218;22;2023-06-06;19734.78
7219;21;2024-12-18;19121.0
7220;31;2024-07-01;5830.91
7221;22;2024-03-11;16308.13
7222;31;2024-11-07;10523.59
7223;33;2025-02-21;21323.33
7224;22;2024-08-11;26792.91
7225;21;2023-04-22;20904.06
7226;22;2024-03-15;19246.61
7227;33;2023-11-10;25664.52
7228;32;2024-03-26;17437.98
7229;33;2024-05-30;21547.81
7230;11;2023-07-13;2620.98
7231;31;2023-07-27;774.48
7232;22;2024-10-11;18507.33
7233;12;2024-10-29;14873.56
7234;21;2024-08-20;13618.74
7235;11;2025-02-20;21674.61
7236;11;2025-01-26;102.29
7237;33;2024-11-03;11101.7
7238;31;2025-01-31;5908.61
7239;31;2024-10-08;18753.21
7240;32;2024-09-05;17915.96
7241;33;2024-01-14;3458.06
7242;21;2024-03-26;10605.97
7243;31;2024-04-02;20227.43
7244;12;2024-05-30;5067.94
7245;12;2023-05-13;26364.23
7246;32;2024-03-19;27186.64
7247;11;2024-06-24;15002.6
7248;12;2025-01-15;3271.84
7249;31;2025-03-19;7854.12
7250;22;2024-04-01;21221.06
7251;12;2023-04-28;3517.53
7252;33;2024-09-18;24708.92
7253;33;2023-07-03;7003.81
7254;11;2024-07-21;28277.72
7255;21;2024-05-25;22932.06
7256;32;2024-09-24;25556.92
7257;33;2025-03-21;17749.1
7258;22;2024-04-15;4499.64
7259;21;2023-10-26;5026.68
7260;22;2024-09-20;20824.38
7261;21;2024-05-07;21268.98
7262;22;2024-09-07;1052.77
7263;33;2024-06-23;9886.49
7264;32;2024-04-07;24818.41
7265;33;2023-11-26;27893.94
7266;22;2024-04-19;20189.96
7267;11;2024-02-04;24722.56
7268;12;2023-07-11;17971.74
7269;32;2024-06-22;16318.97
7270;11;2025-03-14;10838.62
7271;12;2023-07-29;17337.36
7272;22;2023-07-03;666.98
7273;12;2024-08-08;22708.36
7274;32;2023-06-16;4043.47
7275;32;2023-05-15;12706.43
7276;31;2024-12-30;24884.81
7277;33;2023-06-12;18394.0
7278;11;2024-11-23;10091.21
7279;22;2025-03-27;12082.42
7280;12;2024-10-14;17264.9
7281;33;2024-09-17;22572.58
7282;31;2023-10-22;11367.83
7283;32;2023-10-24;22261.18
7284;31;2023-08-26;29439.01
7285;33;2024-11-12;7634.09
7286;31;2023-07-04;27387.42
7287;33;2023-07-19;15248.14
7288;12;2023-07-25;25488.62
7289;12;2023-12-21;19748.71
7290;12;2024-05-22;570.44
7291;21;2025-02-02;8319.51
7292;32;2024-04-06;14561.09
7293;11;2024-07-25;19724.33
7294;31;2024-01-01;8717.28
7295;21;2023-06-28;20415.07
7296;33;2025-01-26;11864.57
7297;11;2023-05-01;15429.97
7298;11;2023-04-20;16483.3
7299;31;2025-02-15;8118.25
7300;33;2024-07-30;12255.29
7301;22;2023-04-17;29401.79
7302;32;2023-10-09;8404.4
7303;12;2023-12-11;2372.21
7304;31;2024-11-10;1863.95
7305;11;2025-02-22;5650.07
7306;22;2025-02-23;13250.18
7307;31;2025-01-26;5395.39
7308;33;2024-06-08;75.29
7309;12;2024-07-08;28435.66
7310;11;2025-02-28;535.14
7311;12;2024-07-27;3672.88
7312;12;2025-03-15;22248.9
7313;21;2023-05-27;24043.76
7314;32;2024-05-29;2898.14
7315;22;2024-08-05;109.55
7316;32;2024-07-04;9499.28
7317;11;2024-07-07;18185.2
7318;31;2024-04-21;5968.7
7319;31;2024-07-08;2840.86
7320;32;2023-09-06;1776.02
7321;31;2024-10-17;20458.94
7322;21;2023-06-22;16247.49
7323;21;2024-10-11;22612.07
7324;33;2025-01-15;12167.94
7325;31;2023-05-03;26116.14
7326;22;2023-10-19;11043.55
7327;33;2024-09-10;27832.15
7328;12;2025-03-25;16072.15
7329;22;2025-01-16;5055.07
7330;31;2024-08-06;10255.81
7331;32;2024-03-07;7046.23
7332;11;2024-07-10;23729.74
7333;33;2024-11-24;12219.74
7334;32;2023-07-07;13645.47
7335;31;2023-08-01;19892.73
7336;31;2024-04-08;26730.52
7337;33;2024-02-18;9166.35
7338;21;2023-07-13;10562.33
7339;32;2024-02-14;12525.56
7340;21;2023-08-04;18947.99
7341;32;2023-04-10;26792.17
7342;33;2024-10-08;4824.49
7343;11;2025-02-06;538.87
7344;32;2023-06-16;17708.16
7345;31;2023-10-13;4889.61
7346;22;2023-11-25;9193.72
7347;21;2024-11-21;25371.47
7348;22;2023-08-04;5424.12
7349;12;2023-04-11;14099.98
7350;12;2023-04-29;10043.73
7351;22;2024-08-06;14759.52
7352;33;2024-03-20;13969.48
7353;11;2024-04-12;28974.52
7354;21;2024-05-06;8773.97
7355;22;2024-06-09;11300.51
7356;12;2024-05-10;3704.29
7357;32;2024-01-11;8456.49
7358;31;2024-05-19;13420.15
7359;22;2023-06-14;28086.21
7360;32;2024-04-09;14636.71
7361;12;2023-08-16;16990.75
7362;21;2024-03-25;20017.25
7363;12;2024-01-18;19510.33
7364;22;2024-08-01;8646.91
7365;32;2024-10-14;18060.89
7366;31;2024-03-08;24975.78
7367;11;2023-07-13;23106.86
7368;22;2023-07-19;3122.2
7369;12;2023-06-12;4121.33
7370;33;2023-07-12;2763.45
7371;33;2024-07-28;13019.16
7372;12;2025-03-29;4890.18
7373;11;2024-10-13;10179.85
7374;12;2023-09-06;10745.01
7375;11;2024-10-24;21476.6
7376;31;2024-10-19;11442.65
7377;21;2024-07-02;23689.99
7378;21;2024-01-23;3807.32
7379;32;2023-06-10;28983.89
7380;31;2024-08-08;18892.13
7381;33;2023-12-04;7128.68
7382;12;2024-12-13;16069.04
7383;21;2023-11-07;16522.89
7384;31;2025-02-16;17720.9
7385;12;2024-03-04;2872.94
7386;12;2024-02-09;7644.13
7387;32;2024-12-08;6437.73
7388;31;2023-08-15;18861.77
7389;11;2024-12-12;9651.13
7390;11;2024-05-18;1968.27
7391;11;2023-08-14;10225.3
7392;33;2025-01-05;25008.93
7393;32;2024-10-05;17723.14
7394;32;2023-07-07;5075.81
7395;31;2023-10-05;10138.7
7396;21;2024-03-22;27717.89
7397;21;2023-11-19;22404.28
7398;11;2024-04-09;27766.08
7399;22;2024-04-09;21024.33
7400;33;2024-10-09;19803.03
7401;31;2023-08-11;14256.64
7402;12;2024-10-07;12940.2
7403;12;2023-05-28;17590.21
7404;33;2024-12-11;22054.98
7405;12;2023-06-03;26942.87
7406;21;2024-06-10;5088.76
7407;21;2024-04-25;9920.49
7408;32;2024-01-21;27835.4
7409;12;2024-11-04;12157.47
7410;32;2024-07-11;22774.95
7411;11;2023-10-15;21483.04
7412;22;2024-03-12;27432.89
7413;22;2024-06-07;28859.14
7414;31;2024-08-04;5988.46
7415;21;2023-04-01;22010.18
7416;33;2024-08-17;16271.17
7417;32;2024-10-22;6937.46
7418;33;2025-03-25;29894.68
7419;31;2024-02-29;7133.06
7420;31;2024-02-13;6345.34
7421;31;2023-12-26;16734.59
7422;11;2024-11-14;15143.12
7423;12;2024-06-13;16986.44
7424;32;2023-07-18;4708.57
7425;22;2023-08-26;1666.46
7426;12;2023-06-01;4492.03
7427;31;2024-04-23;13169.69
7428;21;2023-05-01;5590.39
7429;31;2024-10-11;13094.74
7430;31;2024-09-03;26487.44
7431;22;2024-10-01;15685.96
7432;33;2023-10-27;20828.09
7433;31;2024-04-03;13188.35
7434;21;2024-01-02;15392.72
7435;32;2024-07-24;29754.26
7436;22;2023-04-08;26774.01
7437;22;2024-10-16;21516.12
7438;33;2023-07-18;5738.31
7439;33;2023-12-13;3029.49
7440;31;2024-03-15;29992.75
7441;11;2024-11-29;27811.83
7442;11;2025-01-08;15251.57
7443;21;2023-12-04;1443.81
7444;11;2023-11-14;10318.24
7445;22;2023-06-15;4922.56
7446;32;2025-02-05;8541.98
7447;32;2024-11-29;24407.56
7448;31;2024-08-10;16125.42
7449;33;2023-09-18;22304.48
7450;31;2023-11-25;22925.26
7451;12;2023-09-17;6447.21
7452;22;2023-05-31;17787.35
7453;32;2023-12-07;17125.3
7454;11;2024-06-07;564.03
7455;31;2024-01-09;29831.84
7456;21;2024-09-12;14653.69
7457;12;2024-10-28;17994.22
7458;21;2025-03-14;8275.2
7459;22;2024-04-02;26950.65
7460;22;2025-01-31;13296.61
7461;21;2024-08-02;26000.11
7462;11;2024-05-05;4320.43
7463;21;2023-11-25;8303.11
7464;31;2024-11-27;10852.45
7465;21;2023-10-05;3189.3
7466;22;2023-04-04;24216.07
7467;22;2023-11-13;10769.13
7468;22;2024-09-18;27334.13
7469;22;2024-03-25;25841.75
7470;32;2024-09-23;17386.26
7471;22;2023-04-11;29531.24
7472;32;2023-04-03;7456.25
7473;31;2024-05-02;15833.31
7474;31;2024-03-13;21995.17
7475;21;2024-03-21;28672.13
7476;32;2024-01-10;29201.63
7477;21;2025-02-26;5989.71
7478;11;2023-09-27;7139.69
7479;33;2023-04-19;26372.13
7480;33;2024-07-15;21803.74
7481;22;2024-10-23;6645.82
7482;21;2023-07-11;22713.42
7483;11;2023-09-28;14733.43
7484;12;2024-06-25;5376.64
7485;32;2023-04-12;27544.03
7486;12;2024-04-12;29626.05
7487;22;2024-05-23;22121.21
7488;22;2025-03-18;15000.83
7489;31;2024-05-27;2642.97
7490;12;2023-04-03;11662.25
7491;12;2024-12-15;12786.75
7492;32;2024-04-13;29971.37
7493;21;2023-08-28;792.66
7494;11;2023-07-04;14915.49
7495;33;2023-04-06;18827.07
7496;21;2023-08-30;4789.18
7497;31;2024-01-01;13021.06
7498;31;2024-08-20;15593.8
7499;22;2023-07-11;26537.25
7500;12;2024-07-22;544.57
7501;12;2023-07-05;3725.5
7502;22;2024-11-17;12294.33
7503;21;2024-02-28;11858.75
7504;32;2024-03-07;9975.02
7505;32;2024-02-25;2216.44
7506;22;2025-02-17;24434.49
7507;21;2024-12-11;1650.55
7508;12;2023-12-03;15873.28
